BioProject	SRA_Study	Run	Experiment	BioSample	SRA_Sample	Assay_Type	Platform	Instrument	LibraryLayout	Library_Name	Sample_Name	Organism	isolate
PRJNA650037	SRP277377	SRR12480469	SRX8941942	SAMN15691606	SRS7197830	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00143_Nanopore	hCoV-19/USA/MD-HP00143/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00143/2020
PRJNA650037	SRP277377	SRR12480538	SRX8941973	SAMN15691545	SRS7197853	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00016_Illumina	hCoV-19/USA/MD-HP00016/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00016/2020
PRJNA650037	SRP277377	SRR12480527	SRX8941984	SAMN15691622	SRS7197854	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00017_Illumina	hCoV-19/USA/MD-HP00017/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00017/2020
PRJNA650037	SRP277377	SRR12480471	SRX8941986	SAMN15691542	SRS7197855	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00007_Nanopore	hCoV-19/USA/DC-HP00007/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00007/2020
PRJNA650037	SRP277377	SRR12480516	SRX8941991	SAMN15691546	SRS7197856	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00018_Nanopore	hCoV-19/USA/MD-HP00018/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00018/2020
PRJNA650037	SRP277377	SRR12480505	SRX8941992	SAMN15691547	SRS7197857	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00020_Nanopore	hCoV-19/USA/MD-HP00020/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00020/2020
PRJNA650037	SRP277377	SRR12480494	SRX8941993	SAMN15691548	SRS7197858	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00022_Nanopore	hCoV-19/USA/DC-HP00022/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00022/2020
PRJNA650037	SRP277377	SRR12480515	SRX8941898	SAMN15691581	SRS7197786	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00086_Nanopore	hCoV-19/USA/MD-HP00086/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00086/2020
PRJNA650037	SRP277377	SRR12480514	SRX8941899	SAMN15691582	SRS7197787	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00087_Nanopore	hCoV-19/USA/MD-HP00087/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00087/2020
PRJNA650037	SRP277377	SRR12480518	SRX8941893	SAMN15691579	SRS7197781	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00083_Nanopore	hCoV-19/USA/MD-HP00083/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00083/2020
PRJNA650037	SRP277377	SRR12480517	SRX8941894	SAMN15691580	SRS7197782	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00085_Nanopore	hCoV-19/USA/MD-HP00085/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00085/2020
PRJNA650037	SRP277377	SRR12480520	SRX8941891	SAMN15691577	SRS7197779	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00080_Nanopore	hCoV-19/USA/DC-HP00080/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00080/2020
PRJNA650037	SRP277377	SRR12480519	SRX8941892	SAMN15691578	SRS7197780	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00082_Nanopore	hCoV-19/USA/MD-HP00082/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00082/2020
PRJNA650037	SRP277377	SRR12480522	SRX8941889	SAMN15691575	SRS7197777	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00078_Nanopore	hCoV-19/USA/MD-HP00078/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00078/2020
PRJNA650037	SRP277377	SRR12480521	SRX8941890	SAMN15691576	SRS7197778	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00079_Nanopore	hCoV-19/USA/MD-HP00079/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00079/2020
PRJNA650037	SRP277377	SRR12480524	SRX8941887	SAMN15691573	SRS7197775	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00076_Nanopore	hCoV-19/USA/MD-HP00076/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00076/2020
PRJNA650037	SRP277377	SRR12480523	SRX8941888	SAMN15691574	SRS7197776	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00077_Nanopore	hCoV-19/USA/MD-HP00077/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00077/2020
PRJNA650037	SRP277377	SRR12480526	SRX8941885	SAMN15691571	SRS7197773	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00074_Nanopore	hCoV-19/USA/DC-HP00074/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00074/2020
PRJNA650037	SRP277377	SRR12480525	SRX8941886	SAMN15691572	SRS7197774	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00075_Nanopore	hCoV-19/USA/MD-HP00075/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00075/2020
PRJNA650037	SRP277377	SRR12480529	SRX8941882	SAMN15691569	SRS7197770	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00072_Nanopore	hCoV-19/USA/DC-HP00072/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00072/2020
PRJNA650037	SRP277377	SRR12480528	SRX8941883	SAMN15691570	SRS7197771	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00073_Nanopore	hCoV-19/USA/DC-HP00073/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00073/2020
PRJNA650037	SRP277377	SRR12480531	SRX8941880	SAMN15691567	SRS7197768	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00069_Nanopore	hCoV-19/USA/MD-HP00069/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00069/2020
PRJNA650037	SRP277377	SRR12480530	SRX8941881	SAMN15691568	SRS7197769	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00070_Nanopore	hCoV-19/USA/DC-HP00070/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00070/2020
PRJNA650037	SRP277377	SRR12480533	SRX8941878	SAMN15691640	SRS7197766	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00067_Nanopore	hCoV-19/USA/MD-HP00067/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00067/2020
PRJNA650037	SRP277377	SRR12480532	SRX8941879	SAMN15691566	SRS7197767	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00068_Nanopore	hCoV-19/USA/MD-HP00068/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00068/2020
PRJNA650037	SRP277377	SRR12480535	SRX8941876	SAMN15691638	SRS7197764	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00064_Nanopore	hCoV-19/USA/MD-HP00064/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00064/2020
PRJNA650037	SRP277377	SRR12480534	SRX8941877	SAMN15691639	SRS7197765	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00065_Nanopore	hCoV-19/USA/MD-HP00065/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00065/2020
PRJNA650037	SRP277377	SRR12480537	SRX8941874	SAMN15691636	SRS7197762	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00062_Nanopore	hCoV-19/USA/MD-HP00062/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00062/2020
PRJNA650037	SRP277377	SRR12480536	SRX8941875	SAMN15691637	SRS7197763	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00063_Nanopore	hCoV-19/USA/DC-HP00063/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00063/2020
PRJNA650037	SRP277377	SRR12480470	SRX8941873	SAMN15691554	SRS7197761	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00024_Illumina	hCoV-19/USA/MD-HP00024/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00024/2020
PRJNA650037	SRP277377	SRR12480540	SRX8941871	SAMN15691634	SRS7197759	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00060_Nanopore	hCoV-19/USA/MD-HP00060/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00060/2020
PRJNA650037	SRP277377	SRR12480539	SRX8941872	SAMN15691635	SRS7197760	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00061_Nanopore	hCoV-19/USA/MD-HP00061/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00061/2020
PRJNA650037	SRP277377	SRR12480542	SRX8941869	SAMN15691632	SRS7197757	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00058_Nanopore	hCoV-19/USA/MD-HP00058/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00058/2020
PRJNA650037	SRP277377	SRR12480541	SRX8941870	SAMN15691633	SRS7197758	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00059_Nanopore	hCoV-19/USA/DC-HP00059/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00059/2020
PRJNA650037	SRP277377	SRR12480544	SRX8941867	SAMN15691630	SRS7197755	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00055_Nanopore	hCoV-19/USA/MD-HP00055/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00055/2020
PRJNA650037	SRP277377	SRR12480543	SRX8941868	SAMN15691631	SRS7197756	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00057_Nanopore	hCoV-19/USA/MD-HP00057/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00057/2020
PRJNA650037	SRP277377	SRR12480483	SRX8941862	SAMN15691549	SRS7197750	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00023_Illumina	hCoV-19/USA/MD-HP00023/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00023/2020
PRJNA650037	SRP277377	SRR12480555	SRX8941856	SAMN15691562	SRS7197744	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00041_Nanopore	hCoV-19/USA/MD-HP00041/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00041/2020
PRJNA650037	SRP277377	SRR12480554	SRX8941857	SAMN15691563	SRS7197745	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00043_Nanopore	hCoV-19/USA/DC-HP00043/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00043/2020
PRJNA650037	SRP277377	SRR12480553	SRX8941858	SAMN15691564	SRS7197746	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00044_Nanopore	hCoV-19/USA/MD-HP00044/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00044/2020
PRJNA650037	SRP277377	SRR12480552	SRX8941859	SAMN15691623	SRS7197747	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00045_Nanopore	hCoV-19/USA/MD-HP00045/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00045/2020
PRJNA650037	SRP277377	SRR12480551	SRX8941860	SAMN15691624	SRS7197748	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00048_Nanopore	hCoV-19/USA/MD-HP00048/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00048/2020
PRJNA650037	SRP277377	SRR12480550	SRX8941861	SAMN15691625	SRS7197749	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00049_Nanopore	hCoV-19/USA/DC-HP00049/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00049/2020
PRJNA650037	SRP277377	SRR12480548	SRX8941863	SAMN15691626	SRS7197751	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00050_Nanopore	hCoV-19/USA/MD-HP00050/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00050/2020
PRJNA650037	SRP277377	SRR12480547	SRX8941864	SAMN15691627	SRS7197752	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00051_Nanopore	hCoV-19/USA/MD-HP00051/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00051/2020
PRJNA650037	SRP277377	SRR12480546	SRX8941865	SAMN15691628	SRS7197753	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00052_Nanopore	hCoV-19/USA/DC-HP00052/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00052/2020
PRJNA650037	SRP277377	SRR12480545	SRX8941866	SAMN15691629	SRS7197754	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00054_Nanopore	hCoV-19/USA/DC-HP00054/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00054/2020
PRJNA650037	SRP277377	SRR12480574	SRX8941884	SAMN15691555	SRS7197772	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00025_Illumina	hCoV-19/USA/MD-HP00025/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00025/2020
PRJNA650037	SRP277377	SRR12480560	SRX8941896	SAMN15691543	SRS7197784	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00010_Illumina	hCoV-19/USA/MD-HP00010/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00010/2020
PRJNA650037	SRP277377	SRR12480568	SRX8941897	SAMN15691556	SRS7197785	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00026_Illumina	hCoV-19/USA/DC-HP00026/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00026/2020
PRJNA650037	SRP277377	SRR12480567	SRX8941908	SAMN15691565	SRS7197796	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00028_Illumina	hCoV-19/USA/MD-HP00028/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00028/2020
PRJNA650037	SRP277377	SRR12480566	SRX8941919	SAMN15691550	SRS7197807	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00029_Illumina	hCoV-19/USA/MD-HP00029/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00029/2020
PRJNA650037	SRP277377	SRR12480565	SRX8941930	SAMN15691551	SRS7197818	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00030_Illumina	hCoV-19/USA/MD-HP00030/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00030/2020
PRJNA650037	SRP277377	SRR12480564	SRX8941941	SAMN15691621	SRS7197829	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00031_Illumina	hCoV-19/USA/MD-HP00031/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00031/2020
PRJNA650037	SRP277377	SRR12480583	SRX8941943	SAMN15691607	SRS7197831	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00145_Nanopore	hCoV-19/USA/DC-HP00145/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00145/2020
PRJNA650037	SRP277377	SRR12480582	SRX8941944	SAMN15691608	SRS7197832	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00146_Nanopore	hCoV-19/USA/DC-HP00146/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00146/2020
PRJNA650037	SRP277377	SRR12480581	SRX8941945	SAMN15691609	SRS7197833	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00147_Nanopore	hCoV-19/USA/MD-HP00147/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00147/2020
PRJNA650037	SRP277377	SRR12480580	SRX8941946	SAMN15691610	SRS7197834	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00148_Nanopore	hCoV-19/USA/MD-HP00148/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00148/2020
PRJNA650037	SRP277377	SRR12480579	SRX8941947	SAMN15691611	SRS7197835	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00149_Nanopore	hCoV-19/USA/MD-HP00149/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00149/2020
PRJNA650037	SRP277377	SRR12480578	SRX8941948	SAMN15691612	SRS7197836	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00150_Nanopore	hCoV-19/USA/MD-HP00150/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00150/2020
PRJNA650037	SRP277377	SRR12480577	SRX8941949	SAMN15691613	SRS7197837	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00152_Nanopore	hCoV-19/USA/DC-HP00152/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00152/2020
PRJNA650037	SRP277377	SRR12480576	SRX8941950	SAMN15691614	SRS7197838	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00153_Nanopore	hCoV-19/USA/MD-HP00153/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00153/2020
PRJNA650037	SRP277377	SRR12480575	SRX8941951	SAMN15691615	SRS7197839	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00154_Nanopore	hCoV-19/USA/MD-HP00154/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00154/2020
PRJNA650037	SRP277377	SRR12480563	SRX8941952	SAMN15691552	SRS7197840	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00032_Illumina	hCoV-19/USA/MD-HP00032/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00032/2020
PRJNA650037	SRP277377	SRR12480573	SRX8941953	SAMN15691616	SRS7197841	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00155_Nanopore	hCoV-19/USA/MD-HP00155/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00155/2020
PRJNA650037	SRP277377	SRR12480572	SRX8941954	SAMN15691617	SRS7197842	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00156_Nanopore	hCoV-19/USA/MD-HP00156/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00156/2020
PRJNA650037	SRP277377	SRR12480571	SRX8941955	SAMN15691618	SRS7197843	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00157_Nanopore	hCoV-19/USA/MD-HP00157/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00157/2020
PRJNA650037	SRP277377	SRR12480570	SRX8941956	SAMN15691619	SRS7197844	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00158_Nanopore	hCoV-19/USA/MD-HP00158/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00158/2020
PRJNA650037	SRP277377	SRR12480569	SRX8941957	SAMN15691620	SRS7197845	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00159_Nanopore	hCoV-19/USA/MD-HP00159/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00159/2020
PRJNA650037	SRP277377	SRR12480562	SRX8941958	SAMN15691553	SRS7197846	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00033_Illumina	hCoV-19/USA/MD-HP00033/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00033/2020
PRJNA650037	SRP277377	SRR12480561	SRX8941959	SAMN15691557	SRS7197847	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00035_Illumina	hCoV-19/USA/DC-HP00035/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00035/2020
PRJNA650037	SRP277377	SRR12480559	SRX8941960	SAMN15691558	SRS7197848	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00036_Illumina	hCoV-19/USA/MD-HP00036/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00036/2020
PRJNA650037	SRP277377	SRR12480558	SRX8941961	SAMN15691559	SRS7197849	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00037_Illumina	hCoV-19/USA/MD-HP00037/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00037/2020
PRJNA650037	SRP277377	SRR12480549	SRX8941962	SAMN15691544	SRS7197850	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00015_Illumina	hCoV-19/USA/MD-HP00015/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00015/2020
PRJNA650037	SRP277377	SRR12480557	SRX8941963	SAMN15691560	SRS7197851	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00038_Illumina	hCoV-19/USA/MD-HP00038/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00038/2020
PRJNA650037	SRP277377	SRR12480556	SRX8941964	SAMN15691561	SRS7197852	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00039_Illumina	hCoV-19/USA/MD-HP00039/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00039/2020
